REG_ANS;ValorDespesas;Ano;Trimestre
315796;19999.33;2025;1
315796;2327144.47;2025;1
315796;6955444.98;2025;1
315796;582529.44;2025;1
315796;582529.44;2025;1
315796;1000166.84;2025;1
315796;144569.39;2025;1
315796;374763.21;2025;1
316849;1680720.58;2025;1
316849;1680720.58;2025;1
316849;1680720.58;2025;1
316849;1680720.58;2025;1
316849;1680720.58;2025;1
316997;1532924.66;2025;1
316997;1532924.66;2025;1
316997;1479834.83;2025;1
316997;1479834.83;2025;1
316997;276371.17;2025;1
316997;24395.99;2025;1
316997;1217073.08;2025;1
316997;6446.67;2025;1
316997;462924.11;2025;1
316997;53089.83;2025;1
316997;53089.83;2025;1
316997;53089.83;2025;1
317144;6819940.56;2025;1
317144;698374.17;2025;1
317144;19290.74;2025;1
317144;2402143.9;2025;1
317144;40290913.29;2025;1
317144;40290913.29;2025;1
317144;54340.73;2025;1
317144;563693.82;2025;1
317144;0.0;2025;1
317144;2717.47;2025;1
317144;378186.61;2025;1
317144;0.0;2025;1
317144;26232.58;2025;1
317144;532815.36;2025;1
317144;0.0;2025;1
317144;1399058.17;2025;1
317144;14966386.34;2025;1
317144;614538.17;2025;1
317144;41094.73;2025;1
317144;8063397.97;2025;1
317144;107321.4;2025;1
317144;445847.05;2025;1
317144;11253407.39;2025;1
317144;50889.8;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;8300782.57;2025;1
317144;736.41;2025;1
317144;102.54;2025;1
317144;256627852.94;2025;1
317144;256627852.94;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;23847231.48;2025;1
317144;103668627.71;2025;1
317144;6859981.03;2025;1
317144;48980617.33;2025;1
317144;9987388.99;2025;1
317144;60931329.99;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;46643197.61;2025;1
317144;504277.13;2025;1
317144;9976.33;2025;1
317144;40317660.54;2025;1
317144;40317660.54;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;1134475.44;2025;1
317144;16943156.32;2025;1
317144;99524.01;2025;1
317144;7219715.24;2025;1
317144;128383.39;2025;1
317144;14792406.14;2025;1
317144;1462018.46;2025;1
317144;1462018.46;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;0.0;2025;1
317144;32015.96;2025;1
317144;646438.64;2025;1
317144;392300.42;2025;1
317144;1561.39;2025;1
317144;470127.91;2025;1
317144;-2415466.98;2025;1
317144;-2415466.98;2025;1
317144;-2415466.98;2025;1
317144;-2415466.98;2025;1
317144;-603278.63;2025;1
317144;-637061.6;2025;1
317144;33782.97;2025;1
317896;160653.89;2025;1
317896;879027.21;2025;1
317896;192926.06;2025;1
317896;20648.81;2025;1
317896;2477163.7;2025;1
317896;3543.91;2025;1
317896;474324.57;2025;1
317896;968324.02;2025;1
317896;3597632.58;2025;1
317896;3597632.58;2025;1
317896;15087.64;2025;1
317896;1162750.02;2025;1
317896;42975.12;2025;1
317896;294913.29;2025;1
317896;17235.42;2025;1
317896;2266110.72;2025;1
317896;4517.51;2025;1
317896;556.0;2025;1
317896;2064.56;2025;1
317896;2064.56;2025;1
317896;383.29;2025;1
317896;245.0;2025;1
317896;1436.27;2025;1
317896;164261.19;2025;1
317896;164261.19;2025;1
317896;-366693.63;2025;1
317896;-366693.63;2025;1
317896;-366693.63;2025;1
317896;-366693.63;2025;1
317896;-366693.63;2025;1
317896;-233026.2;2025;1
317896;-133667.43;2025;1
318388;816249.41;2025;1
318388;816249.41;2025;1
318388;816249.41;2025;1
318388;816249.41;2025;1
313084;11141695.63;2025;1
313084;8251837.75;2025;1
313084;8251837.75;2025;1
313084;4707.49;2025;1
313084;479335.83;2025;1
313084;46445.5;2025;1
313084;3348.21;2025;1
313084;1169085.6;2025;1
313084;1110.33;2025;1
313084;584501.66;2025;1
313084;46578.65;2025;1
313084;2566.19;2025;1
313084;1237765.22;2025;1
313084;156368.12;2025;1
313084;1868934.0;2025;1
313084;103133.77;2025;1
313084;5202.7;2025;1
313084;3035698.03;2025;1
313084;389512.49;2025;1
313084;10542.38;2025;1
313084;1325791.23;2025;1
313084;475544.01;2025;1
313084;769.35;2025;1
313084;2125712.21;2025;1
313084;1016387.32;2025;1
313084;3734.34;2025;1
313084;4153527.44;2025;1
313084;110223.15;2025;1
313084;110223.15;2025;1
313084;18250.12;2025;1
313084;298.04;2025;1
313084;23985.69;2025;1
313084;2733.09;2025;1
313084;5466.18;2025;1
313084;6360.3;2025;1
313084;27655.28;2025;1
313084;50749.85;2025;1
313084;5466.18;2025;1
313084;8199.27;2025;1
313084;597980.41;2025;1
313084;597980.41;2025;1
313084;187.5;2025;1
313084;43441.84;2025;1
313084;7478.87;2025;1
313084;426155.53;2025;1
